CustomerKey,ProductKey,OrderDateKey,CurrencyKey,SalesOrderNumber,SalesTerritoryKey,TaxAmt,Freight,SalesAmount,Year,Month,Day
11007,497,20190629,6,TO28743,9,272,85.00,3399.99,2019,6,29
11007,764,20190409,6,TO83174,9,272,85.00,3399.99,2019,4,9
11007,764,20190504,6,TO83174,9,272,85.00,3399.99,2019,5,4
11007,764,20190515,6,TO83174,9,272,85.00,3399.99,2019,5,15
11007,764,20200114,6,TO83174,9,272,85.00,3399.99,2020,1,14
11007,928,20190101,6,TO87676,9,272,85.00,3399.99,2019,1,1
11007,928,20190425,6,TO87676,9,272,85.00,3399.99,2019,4,25
11007,928,20190708,6,TO87676,9,272,85.00,3399.99,2019,7,8
11007,928,20190721,6,TO87676,9,272,85.00,3399.99,2019,7,21
11008,177,20190116,6,TO77055,9,270,84.37,3374.99,2019,1,16
11008,177,20190711,6,TO77055,9,270,84.37,3374.99,2019,7,11
11008,177,20191124,6,TO77055,9,270,84.37,3374.99,2019,11,24
11008,177,20200107,6,TO77055,9,270,84.37,3374.99,2020,1,7
11008,491,20190615,6,TO88548,9,270,84.37,3374.99,2019,6,15
11008,491,20190620,6,TO88548,9,270,84.37,3374.99,2019,6,20
11008,491,20191023,6,TO88548,9,270,84.37,3374.99,2019,10,23
11008,491,20191204,6,TO88548,9,270,84.37,3374.99,2019,12,4
11008,550,20190212,6,TO52138,9,270,84.37,3374.99,2019,2,12
11008,550,20190325,6,TO52138,9,270,84.37,3374.99,2019,3,25
11008,550,20190716,6,TO52138,9,270,84.37,3374.99,2019,7,16
11008,550,20190820,6,TO52138,9,270,84.37,3374.99,2019,8,20
11008,811,20190404,6,TO45753,9,270,84.37,3374.99,2019,4,4
11008,811,20190610,6,TO45753,9,270,84.37,3374.99,2019,6,10
11008,811,20190614,6,TO45753,9,270,84.37,3374.99,2019,6,14
11008,811,20190812,6,TO45753,9,270,84.37,3374.99,2019,8,12
11008,995,20190404,6,TO16729,9,270,84.37,3374.99,2019,4,4
11008,995,20190628,6,TO16729,9,270,84.37,3374.99,2019,6,28
11008,995,20191022,6,TO16729,9,270,84.37,3374.99,2019,10,22
11008,995,20191104,6,TO16729,9,270,84.37,3374.99,2019,11,4
11009,135,20190208,6,TO67461,9,270,84.37,3374.99,2019,2,8
11009,135,20190318,6,TO67461,9,270,84.37,3374.99,2019,3,18
11009,135,20190612,6,TO67461,9,270,84.37,3374.99,2019,6,12
11009,135,20190926,6,TO67461,9,270,84.37,3374.99,2019,9,26
11009,239,20190330,6,TO26838,9,270,84.37,3374.99,2019,3,30
11009,239,20190826,6,TO26838,9,270,84.37,3374.99,2019,8,26
11009,239,20191029,6,TO26838,9,270,84.37,3374.99,2019,10,29
11009,239,20200130,6,TO26838,9,270,84.37,3374.99,2020,1,30
11009,271,20190205,6,TO40115,9,270,84.37,3374.99,2019,2,5
11009,271,20190512,6,TO40115,9,270,84.37,3374.99,2019,5,12
11009,271,20190817,6,TO40115,9,270,84.37,3374.99,2019,8,17
11009,271,20190922,6,TO40115,9,270,84.37,3374.99,2019,9,22
11009,964,20190108,6,TO96214,9,270,84.37,3374.99,2019,1,8
11009,964,20190410,6,TO96214,9,270,84.37,3374.99,2019,4,10
11009,964,20190531,6,TO96214,9,270,84.37,3374.99,2019,5,31
11009,964,20200129,6,TO96214,9,270,84.37,3374.99,2020,1,29
11009,982,20190330,6,TO78267,9,270,84.37,3374.99,2019,3,30
11009,982,20190514,6,TO78267,9,270,84.37,3374.99,2019,5,14
11009,982,20190709,6,TO78267,9,270,84.37,3374.99,2019,7,9
11009,982,20191204,6,TO78267,9,270,84.37,3374.99,2019,12,4
11010,86,20190106,6,TO97062,9,272,85.00,3399.99,2019,1,6
11010,86,20190306,6,TO97062,9,272,85.00,3399.99,2019,3,6
11010,86,20190607,6,TO97062,9,272,85.00,3399.99,2019,6,7
11010,86,20190802,6,TO97062,9,272,85.00,3399.99,2019,8,2
11010,478,20190211,6,TO18733,9,272,85.00,3399.99,2019,2,11
11010,478,20190216,6,TO18733,9,272,85.00,3399.99,2019,2,16
11010,478,20190411,6,TO18733,9,272,85.00,3399.99,2019,4,11
11010,478,20190923,6,TO18733,9,272,85.00,3399.99,2019,9,23
11010,580,20190612,6,TO69396,9,272,85.00,3399.99,2019,6,12
11010,580,20190613,6,TO69396,9,272,85.00,3399.99,2019,6,13
11010,580,20190620,6,TO69396,9,272,85.00,3399.99,2019,6,20
11010,580,20190728,6,TO69396,9,272,85.00,3399.99,2019,7,28
11010,711,20190228,6,TO39801,9,272,85.00,3399.99,2019,2,28
11010,711,20190613,6,TO39801,9,272,85.00,3399.99,2019,6,13
11010,711,20190704,6,TO39801,9,272,85.00,3399.99,2019,7,4
11010,711,20190918,6,TO39801,9,272,85.00,3399.99,2019,9,18
11010,950,20190113,6,TO15929,9,272,85.00,3399.99,2019,1,13
11010,950,20191014,6,TO15929,9,272,85.00,3399.99,2019,10,14
11010,950,20191226,6,TO15929,9,272,85.00,3399.99,2019,12,26
11010,950,20191228,6,TO15929,9,272,85.00,3399.99,2019,12,28
11011,62,20190121,6,TO70956,9,272,85.00,3399.99,2019,1,21
11011,62,20190501,6,TO70956,9,272,85.00,3399.99,2019,5,1
11011,62,20190719,6,TO70956,9,272,85.00,3399.99,2019,7,19
11011,62,20200125,6,TO70956,9,272,85.00,3399.99,2020,1,25
11011,92,20190208,6,TO78965,9,272,85.00,3399.99,2019,2,8
11011,92,20190616,6,TO78965,9,272,85.00,3399.99,2019,6,16
11011,92,20191019,6,TO78965,9,272,85.00,3399.99,2019,10,19
11011,92,20200121,6,TO78965,9,272,85.00,3399.99,2020,1,21
11011,114,20190411,6,TO22282,9,272,85.00,3399.99,2019,4,11
11011,114,20190509,6,TO22282,9,272,85.00,3399.99,2019,5,9
11011,114,20191019,6,TO22282,9,272,85.00,3399.99,2019,10,19
11011,114,20191126,6,TO22282,9,272,85.00,3399.99,2019,11,26
11011,383,20190326,6,TO64523,9,272,85.00,3399.99,2019,3,26
11011,383,20190831,6,TO64523,9,272,85.00,3399.99,2019,8,31
11011,383,20191008,6,TO64523,9,272,85.00,3399.99,2019,10,8
11011,383,20191230,6,TO64523,9,272,85.00,3399.99,2019,12,30
11011,653,20190909,6,TO83052,9,272,85.00,3399.99,2019,9,9
11011,653,20190914,6,TO83052,9,272,85.00,3399.99,2019,9,14
11011,653,20191004,6,TO83052,9,272,85.00,3399.99,2019,10,4
11011,653,20191117,6,TO83052,9,272,85.00,3399.99,2019,11,17
11017,364,20190206,6,TO54600,9,270,84.37,3374.99,2019,2,6
11017,364,20190424,6,TO54600,9,270,84.37,3374.99,2019,4,24
11017,364,20190426,6,TO54600,9,270,84.37,3374.99,2019,4,26
11017,364,20191029,6,TO54600,9,270,84.37,3374.99,2019,10,29
11017,442,20190312,6,TO51743,9,270,84.37,3374.99,2019,3,12
11017,442,20190508,6,TO51743,9,270,84.37,3374.99,2019,5,8
11017,442,20190517,6,TO51743,9,270,84.37,3374.99,2019,5,17
11017,442,20190809,6,TO51743,9,270,84.37,3374.99,2019,8,9
11017,728,20190525,6,TO88138,9,270,84.37,3374.99,2019,5,25
11017,728,20190811,6,TO88138,9,270,84.37,3374.99,2019,8,11
11017,728,20191029,6,TO88138,9,270,84.37,3374.99,2019,10,29
11017,728,20200125,6,TO88138,9,270,84.37,3374.99,2020,1,25
11017,872,20190327,6,TO89633,9,270,84.37,3374.99,2019,3,27
11017,872,20190708,6,TO89633,9,270,84.37,3374.99,2019,7,8
11017,872,20191119,6,TO89633,9,270,84.37,3374.99,2019,11,19
11017,978,20190303,6,TO77156,9,270,84.37,3374.99,2019,3,3
11017,978,20190407,6,TO77156,9,270,84.37,3374.99,2019,4,7
11017,978,20190825,6,TO77156,9,270,84.37,3374.99,2019,8,25
11017,978,20200123,6,TO77156,9,270,84.37,3374.99,2020,1,23
11018,14,20190103,6,TO64100,9,272,85.00,3399.99,2019,1,3
11018,14,20190110,6,TO64100,9,272,85.00,3399.99,2019,1,10
11018,14,20190409,6,TO64100,9,272,85.00,3399.99,2019,4,9
11018,14,20190516,6,TO64100,9,272,85.00,3399.99,2019,5,16
11018,198,20190207,6,TO30185,9,272,85.00,3399.99,2019,2,7
11018,198,20190501,6,TO30185,9,272,85.00,3399.99,2019,5,1
11018,198,20190923,6,TO30185,9,272,85.00,3399.99,2019,9,23
11018,198,20191229,6,TO30185,9,272,85.00,3399.99,2019,12,29
11018,266,20190629,6,TO21385,9,272,85.00,3399.99,2019,6,29
11018,266,20190823,6,TO21385,9,272,85.00,3399.99,2019,8,23
11018,266,20200113,6,TO21385,9,272,85.00,3399.99,2020,1,13
11018,266,20200122,6,TO21385,9,272,85.00,3399.99,2020,1,22
11018,383,20190322,6,TO67523,9,272,85.00,3399.99,2019,3,22
11018,383,20190622,6,TO67523,9,272,85.00,3399.99,2019,6,22
11018,383,20191003,6,TO67523,9,272,85.00,3399.99,2019,10,3
11018,383,20200113,6,TO67523,9,272,85.00,3399.99,2020,1,13
11018,932,20190205,6,TO93007,9,272,85.00,3399.99,2019,2,5
11018,932,20190918,6,TO93007,9,272,85.00,3399.99,2019,9,18
11018,932,20191121,6,TO93007,9,272,85.00,3399.99,2019,11,21
11018,932,20191201,6,TO93007,9,272,85.00,3399.99,2019,12,1
11025,31,20190319,6,TO46887,9,270,84.37,3374.99,2019,3,19
11025,31,20190713,6,TO46887,9,270,84.37,3374.99,2019,7,13
11025,31,20191206,6,TO46887,9,270,84.37,3374.99,2019,12,6
11025,31,20200116,6,TO46887,9,270,84.37,3374.99,2020,1,16
11025,118,20190720,6,TO69467,9,270,84.37,3374.99,2019,7,20
11025,118,20190826,6,TO69467,9,270,84.37,3374.99,2019,8,26
11025,118,20191009,6,TO69467,9,270,84.37,3374.99,2019,10,9
11025,118,20191108,6,TO69467,9,270,84.37,3374.99,2019,11,8
11025,168,20190501,6,TO93545,9,270,84.37,3374.99,2019,5,1
11025,168,20191118,6,TO93545,9,270,84.37,3374.99,2019,11,18
11025,168,20191123,6,TO93545,9,270,84.37,3374.99,2019,11,23
11025,168,20191225,6,TO93545,9,270,84.37,3374.99,2019,12,25
11025,578,20190119,6,TO93929,9,270,84.37,3374.99,2019,1,19
11025,578,20190625,6,TO93929,9,270,84.37,3374.99,2019,6,25
11025,578,20190626,6,TO93929,9,270,84.37,3374.99,2019,6,26
11025,578,20190820,6,TO93929,9,270,84.37,3374.99,2019,8,20
11025,652,20190320,6,TO56791,9,270,84.37,3374.99,2019,3,20
11025,652,20190522,6,TO56791,9,270,84.37,3374.99,2019,5,22
11025,652,20190920,6,TO56791,9,270,84.37,3374.99,2019,9,20
11025,652,20191208,6,TO56791,9,270,84.37,3374.99,2019,12,8
11026,375,20190612,6,TO82047,9,272,85.00,3399.99,2019,6,12
11026,375,20190804,6,TO82047,9,272,85.00,3399.99,2019,8,4
11026,375,20191001,6,TO82047,9,272,85.00,3399.99,2019,10,1
11026,375,20191007,6,TO82047,9,272,85.00,3399.99,2019,10,7
11026,441,20190121,6,TO55035,9,272,85.00,3399.99,2019,1,21
11026,441,20190624,6,TO55035,9,272,85.00,3399.99,2019,6,24
11026,441,20190718,6,TO55035,9,272,85.00,3399.99,2019,7,18
11026,441,20191228,6,TO55035,9,272,85.00,3399.99,2019,12,28
11026,534,20190310,6,TO70716,9,272,85.00,3399.99,2019,3,10
11026,534,20190611,6,TO70716,9,272,85.00,3399.99,2019,6,11
11026,534,20190925,6,TO70716,9,272,85.00,3399.99,2019,9,25
11026,534,20191228,6,TO70716,9,272,85.00,3399.99,2019,12,28
11026,827,20190329,6,TO66133,9,272,85.00,3399.99,2019,3,29
11026,827,20190625,6,TO66133,9,272,85.00,3399.99,2019,6,25
11026,827,20191104,6,TO66133,9,272,85.00,3399.99,2019,11,4
11026,827,20191113,6,TO66133,9,272,85.00,3399.99,2019,11,13
11026,833,20190113,6,TO18674,9,272,85.00,3399.99,2019,1,13
11026,833,20190318,6,TO18674,9,272,85.00,3399.99,2019,3,18
11026,833,20190512,6,TO18674,9,272,85.00,3399.99,2019,5,12
11026,833,20191122,6,TO18674,9,272,85.00,3399.99,2019,11,22
11027,180,20190111,6,TO43492,9,272,85.00,3399.99,2019,1,11
11027,180,20190614,6,TO43492,9,272,85.00,3399.99,2019,6,14
11027,180,20190826,6,TO43492,9,272,85.00,3399.99,2019,8,26
11027,180,20191111,6,TO43492,9,272,85.00,3399.99,2019,11,11
11027,508,20190323,6,TO66443,9,272,85.00,3399.99,2019,3,23
11027,508,20190329,6,TO66443,9,272,85.00,3399.99,2019,3,29
11027,508,20191101,6,TO66443,9,272,85.00,3399.99,2019,11,1
11027,508,20191218,6,TO66443,9,272,85.00,3399.99,2019,12,18
11027,537,20190103,6,TO34411,9,272,85.00,3399.99,2019,1,3
11027,537,20190628,6,TO34411,9,272,85.00,3399.99,2019,6,28
11027,537,20190730,6,TO34411,9,272,85.00,3399.99,2019,7,30
11027,537,20190915,6,TO34411,9,272,85.00,3399.99,2019,9,15
11027,610,20190127,6,TO97635,9,272,85.00,3399.99,2019,1,27
11027,610,20190402,6,TO97635,9,272,85.00,3399.99,2019,4,2
11027,610,20190404,6,TO97635,9,272,85.00,3399.99,2019,4,4
11027,610,20190730,6,TO97635,9,272,85.00,3399.99,2019,7,30
11027,875,20190306,6,TO63474,9,272,85.00,3399.99,2019,3,6
11027,875,20190413,6,TO63474,9,272,85.00,3399.99,2019,4,13
11027,875,20190711,6,TO63474,9,272,85.00,3399.99,2019,7,11
11027,875,20190907,6,TO63474,9,272,85.00,3399.99,2019,9,7
11028,288,20190109,6,TO14678,9,270,84.37,3374.99,2019,1,9
11028,288,20190303,6,TO14678,9,270,84.37,3374.99,2019,3,3
11028,288,20190629,6,TO14678,9,270,84.37,3374.99,2019,6,29
11028,288,20190702,6,TO14678,9,270,84.37,3374.99,2019,7,2
11028,397,20190413,6,TO76103,9,270,84.37,3374.99,2019,4,13
11028,397,20190414,6,TO76103,9,270,84.37,3374.99,2019,4,14
11028,397,20190903,6,TO76103,9,270,84.37,3374.99,2019,9,3
11028,397,20191225,6,TO76103,9,270,84.37,3374.99,2019,12,25
11028,550,20190825,6,TO64284,9,270,84.37,3374.99,2019,8,25
11028,550,20191102,6,TO64284,9,270,84.37,3374.99,2019,11,2
11028,550,20191106,6,TO64284,9,270,84.37,3374.99,2019,11,6
11028,550,20191118,6,TO64284,9,270,84.37,3374.99,2019,11,18
11028,792,20190411,6,TO30238,9,270,84.37,3374.99,2019,4,11
11028,792,20190417,6,TO30238,9,270,84.37,3374.99,2019,4,17
11028,792,20190706,6,TO30238,9,270,84.37,3374.99,2019,7,6
11028,792,20191031,6,TO30238,9,270,84.37,3374.99,2019,10,31
11028,994,20190115,6,TO77341,9,270,84.37,3374.99,2019,1,15
11028,994,20190702,6,TO77341,9,270,84.37,3374.99,2019,7,2
11028,994,20190823,6,TO77341,9,270,84.37,3374.99,2019,8,23
11028,994,20190902,6,TO77341,9,270,84.37,3374.99,2019,9,2
11029,411,20190303,6,TO53704,9,272,85.00,3399.99,2019,3,3
11029,411,20190421,6,TO53704,9,272,85.00,3399.99,2019,4,21
11029,411,20190622,6,TO53704,9,272,85.00,3399.99,2019,6,22
11029,411,20191202,6,TO53704,9,272,85.00,3399.99,2019,12,2
11029,506,20190301,6,TO56791,9,272,85.00,3399.99,2019,3,1
11029,506,20190425,6,TO56791,9,272,85.00,3399.99,2019,4,25
11029,506,20190908,6,TO56791,9,272,85.00,3399.99,2019,9,8
11029,506,20190914,6,TO56791,9,272,85.00,3399.99,2019,9,14
11029,550,20190301,6,TO19803,9,272,85.00,3399.99,2019,3,1
11029,550,20190726,6,TO19803,9,272,85.00,3399.99,2019,7,26
11029,550,20190911,6,TO19803,9,272,85.00,3399.99,2019,9,11
11029,550,20200120,6,TO19803,9,272,85.00,3399.99,2020,1,20
11029,575,20190107,6,TO53876,9,272,85.00,3399.99,2019,1,7
11029,575,20190207,6,TO53876,9,272,85.00,3399.99,2019,2,7
11029,575,20190914,6,TO53876,9,272,85.00,3399.99,2019,9,14
11029,575,20190930,6,TO53876,9,272,85.00,3399.99,2019,9,30
11029,957,20190103,6,TO85321,9,272,85.00,3399.99,2019,1,3
11029,957,20190312,6,TO85321,9,272,85.00,3399.99,2019,3,12
11029,957,20191003,6,TO85321,9,272,85.00,3399.99,2019,10,3
11029,957,20200122,6,TO85321,9,272,85.00,3399.99,2020,1,22
11030,488,20190812,6,TO91540,9,272,85.00,3399.99,2019,8,12
11030,488,20191204,6,TO91540,9,272,85.00,3399.99,2019,12,4
11030,488,20200106,6,TO91540,9,272,85.00,3399.99,2020,1,6
11030,488,20200125,6,TO91540,9,272,85.00,3399.99,2020,1,25
11030,851,20190406,6,TO80877,9,272,85.00,3399.99,2019,4,6
11030,851,20190706,6,TO80877,9,272,85.00,3399.99,2019,7,6
